Taxa de reprovação nas disciplinas em 2009.2,,,,,,
Cód. UA,UA,Código,Disciplina,Matriculados,Reprovados,Reprovação
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301070,ADM DE RECURSOS MATERIAIS E PATRIMONIAIS,68,10,"0,15"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301014,ADMINISTRAÇÃO,175,22,"0,13"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301066,ADMINISTRAÇÃO DA PRODUÇÃO I,20,1,"0,05"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301067,ADMINISTRAÇÃO DA PRODUÇÃO II,58,12,"0,21"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301068,ADMINISTRAÇÃO DE RECURSOS HUMANOS I,17,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301069,ADMINISTRAÇÃO DE RECURSOS HUMANOS II,66,4,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301057,ADMINISTRAÇÃO FINANCEIRA I,63,1,"0,02"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301058,ADMINISTRAÇÃO FINANCEIRA II,21,2,"0,1"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301064,ADMINISTRAÇÃO MERCADOLÓGICA I,29,3,"0,1"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301065,ADMINISTRAÇÃO MERCADOLÓGICA II,59,12,"0,2"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301031,ADMINISTRAÇÃO PÚBLICA,36,2,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301003,ANÁLISE DE CUSTOS,57,2,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301077,ANÁLISE DE INVESTIMENTOS,29,2,"0,07"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301037,CONTABILIDADE DE CUSTOS,48,5,"0,1"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301049,CONTABILIDADE E ANÁLISE DE BALANÇO,39,3,"0,08"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301001,CONTABILIDADE GERAL,101,30,"0,3"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301059,CULTURA ORGANIZACIONAL,32,3,"0,09"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301108,CUSTOS DA PRODUÇÃO,27,1,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301018,ENGENHARIA ECONOMICA,95,45,"0,47"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301024,ESTAGIO SUPERVISIONADO (EMPRESA),41,21,"0,51"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301004,ESTRUTURA E ANÁLISE DE BALANÇO,32,2,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301076,FORMACAO DE EMPREENDEDORES,48,1,"0,02"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301103,FUNDAMENTOS DA ADMINISTRAÇÃO,30,5,"0,17"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301071,GERENCIAMENTO DOS SUPRIMENTOS,20,2,"0,1"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301105,GESTÃO DA INFORMAÇÃO,9,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301005,INTRODUÇÃO À ADMINISTRAÇÃO,88,12,"0,14"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301086,INTRODUÇÃO À PSICOLOGIA,32,7,"0,22"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301107,LOGISTICA,15,1,"0,07"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301011,MATEMÁTICA FINANCEIRA,82,17,"0,21"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301007,MERCADO DE CAPITAIS,50,2,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301085,MÉTODOS E TÉCNICAS DE PESQUISA I,28,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301040,ORCAMENTO EMPRESARIAL,21,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301072,"ORGANIZACAO, SIST E METODOS I",37,2,"0,05"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301073,"ORGANIZACAO, SIST E METODOS II",48,5,"0,1"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301019,PESQUISA OPERACIONAL,17,2,"0,12"
Cód. UA,UA,Código,Disciplina,Matriculados,Reprovados,Reprovação
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301061,PROCESSO DECISORIO,66,3,"0,05"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301062,PSICOLOGIA DAS ORGANIZACOES,89,12,"0,13"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301063,SOCIOLOGIA DAS ORGANIZACOES,40,3,"0,08"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301101,TEA (EDUCAÇÃO AMBIENTAL E CIDADANIA),22,5,"0,23"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301093,TEA(PLANEJAMENTO ESTRATEGICO),17,3,"0,18"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301112,TEA(RESPONSAB. SOCIAL DAS ORGANIZACOES),28,5,"0,18"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301026,TEORIA GERAL ADMINISTRACAO I,39,11,"0,28"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301027,TEORIA GERAL ADMINISTRACAO II,50,2,"0,04"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101081,AGRICULTURA GERAL,46,23,"0,5"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101082,AGROECOLOGIA,19,4,"0,21"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101083,AGROMETEOROLOGIA,28,2,"0,07"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101177,ANÁLISE DE ALIMENTOS,25,7,"0,28"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101181,ASSOCIATIVISMO E COOPERAT NA AGROIND.,11,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101084,ATRIBUTOS E CLASSIFICAÇÃO DO SOLO,23,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101180,ATRIBUTOS FÍSICOS E QUÍMICOS DO SOLO,25,9,"0,36"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101153,BIOLOGIA,25,7,"0,28"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101193,BIOLOGIA DA CONSERVAÇÃO,16,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101062,BIOLOGIA DO SOLO,2,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101087,BIOLOGIA E CONT.DE PLANTAS DANINHAS,15,6,"0,4"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101065,BIOQUÍMICA,20,10,"0,5"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101166,BIOQUÍMICA GERAL,37,17,"0,46"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101066,CALCULO,46,30,"0,65"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101145,CALCULO I,100,64,"0,64"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101154,CALCULO II,62,21,"0,34"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101162,CALCULO III,25,15,"0,6"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101182,CALCULO NUMERICO,24,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101151,CITOLOGIA E HISTOLOGIA,39,16,"0,41"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101067,CITOLOGIA E HISTOLOGIA VEGETAL,49,16,"0,33"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101195,COMPLEMENTAÇÃO (INT. A INFORMÁTICA),1,1,"1,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101085,COMUNICAÇÃO E EXTENSÃO RURAL,5,2,"0,4"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101189,CONSERVAÇÃO DE SOLO E ÁGUA,11,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101086,CONSTRUCOES RURAIS,9,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101124,CRÉDITO RURAL E POLÍTICAS AGRÍCOLAS,11,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101192,DESENHO ASSISTIDO POR COMPUTADOR,15,7,"0,47"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101068,DESENHO TÉCNICO,101,18,"0,18"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101069,ECOLOGIA GERAL,46,3,"0,07"
Cód. UA,UA,Código,Disciplina,Matriculados,Reprovados,Reprovação
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101168,ECONOMIA E ADM NA IND DE ALIMENTOS,35,3,"0,09"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101088,ECONOMIA E ADMINISTRAÇÃO RURAL,11,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101187,EMPREENDEDORISMO NA ENGENHARIA,19,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101090,ENTOMOLOGIA AGRICOLA,8,2,"0,25"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101089,ENTOMOLOGIA GERAL,7,5,"0,71"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101173,EQUACOES DIFERENCIAIS LINEARES,23,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101116,ESTAGIO SUPERVISIONADO CURRICULAR,8,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101070,ESTATÍSTICA BÁSICA,79,16,"0,2"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101091,ESTATÍSTICA EXPERIMENTAL,40,10,"0,25"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101183,FENOMENOS DE TRANSPORTE I,28,3,"0,11"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101146,FÍSICA I,61,5,"0,08"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101156,FÍSICA II,32,5,"0,16"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101175,FÍSICA III,25,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101161,FÍSICO-QUÍMICA,13,10,"0,77"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101093,FISIOLOGIA VEGETAL,21,3,"0,14"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101095,FITOPATOLOGIA AGRICOLA,8,2,"0,25"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101094,FITOPATOLOGIA GERAL,6,1,"0,17"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101096,FORRAGICULTURA,5,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101098,FRUTICULTURA GERAL,9,3,"0,33"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101099,FRUTICULTURA TROPICAL,16,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101100,GENESE DO SOLO,37,13,"0,35"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101071,GENETICA NA AGRICULTURA,13,3,"0,23"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101194,GEOEC DA PAISAG DO SEMI-ARIDO PARAIBANO,20,2,"0,1"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101157,GEOLOGIA GERAL,45,21,"0,47"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101147,GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR,88,57,"0,65"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101101,GRANDES CULTURAS,10,5,"0,5"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101102,HIDRAULICA AGRICOLA,18,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101072,INFORMÁTICA,41,18,"0,44"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101148,INTRODUÇÃO À ENGENHARIA AMBIENTAL,25,4,"0,16"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101152,INTRODUÇAO A ENGENHARIA DE ALIMENTOS,34,5,"0,15"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101172,INTRODUÇÃO À INFORMÁTICA,74,43,"0,58"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101103,IRRIGACAO E DRENAGEM,19,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101184,LABORATÓRIO DE FÍSICA,26,0,"0,0"
91010000,UNID. ACAD. DE AGRONOMIA E TECNOLOGIA DE ,9101104,MANEJO E CONSERVAÇÃO DO SOLO,10,0,"0,0"
