Taxa de reprovação nas disciplinas em 2015.2,,,,,,
Cód. UA,UA,Código,Disciplina,Matriculados,Reprovados,Reprovação
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301070,ADM DE RECURSOS MATERIAIS E PATRIMONIAIS,49,14,"0,29"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301014,ADMINISTRAÇÃO,185,9,"0,05"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301066,ADMINISTRAÇÃO DA PRODUÇÃO I,26,3,"0,12"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301067,ADMINISTRAÇÃO DA PRODUÇÃO II,41,6,"0,15"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301068,ADMINISTRAÇÃO DE RECURSOS HUMANOS I,20,2,"0,1"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301069,ADMINISTRAÇÃO DE RECURSOS HUMANOS II,55,4,"0,07"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301123,ADMINISTRACAO E EMPREENDEDORISMO,52,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301057,ADMINISTRAÇÃO FINANCEIRA I,47,5,"0,11"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301058,ADMINISTRAÇÃO FINANCEIRA II,21,3,"0,14"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301064,ADMINISTRAÇÃO MERCADOLÓGICA I,18,1,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301065,ADMINISTRAÇÃO MERCADOLÓGICA II,46,3,"0,07"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301003,ANÁLISE DE CUSTOS,54,8,"0,15"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301077,ANÁLISE DE INVESTIMENTOS,18,3,"0,17"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301037,CONTABILIDADE DE CUSTOS,38,2,"0,05"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301113,CONTABILIDADE E ANÁLISE DE BALANÇO,30,11,"0,37"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301001,CONTABILIDADE GERAL,73,34,"0,47"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301059,CULTURA ORGANIZACIONAL,9,2,"0,22"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301108,CUSTOS DA PRODUÇÃO,31,1,"0,03"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301018,ENGENHARIA ECONOMICA,84,4,"0,05"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301024,ESTAGIO SUPERVISIONADO (EMPRESA),46,18,"0,39"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301076,FORMACAO DE EMPREENDEDORES,48,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301103,FUNDAMENTOS DA ADMINISTRAÇÃO,23,1,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301071,GERENCIAMENTO DOS SUPRIMENTOS,17,9,"0,53"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301104,GESTÃO DA INOVAÇÃO TECNOLÓGICA,11,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301005,INTRODUÇÃO À ADMINISTRAÇÃO,71,25,"0,35"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301086,INTRODUÇÃO À PSICOLOGIA,28,3,"0,11"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301107,LOGISTICA,34,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301011,MATEMÁTICA FINANCEIRA,75,13,"0,17"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301007,MERCADO DE CAPITAIS,45,2,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301085,MÉTODOS E TÉCNICAS DE PESQUISA I,38,4,"0,11"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301040,ORCAMENTO EMPRESARIAL,18,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301072,"ORGANIZACAO, SIST E METODOS I",21,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301073,"ORGANIZACAO, SIST E METODOS II",45,5,"0,11"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301019,PESQUISA OPERACIONAL,29,6,"0,21"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301061,PROCESSO DECISORIO,43,6,"0,14"
Cód. UA,UA,Código,Disciplina,Matriculados,Reprovados,Reprovação
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301062,PSICOLOGIA DAS ORGANIZACOES,78,3,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301063,SOCIOLOGIA DAS ORGANIZACOES,26,5,"0,19"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301101,TEA (EDUCAÇÃO AMBIENTAL E CIDADANIA),10,4,"0,4"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301116,TEA(ADMINISTRACAO DE SERVICOS),7,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301099,TEA(GESTAO DA INOVACAO TECNOLOGICA),14,2,"0,14"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301120,TEA(GESTAO DO TURISMO),17,4,"0,24"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301093,TEA(PLANEJAMENTO ESTRATEGICO),49,10,"0,2"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301112,TEA(RESPONSAB. SOCIAL DAS ORGANIZACOES),18,1,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301026,TEORIA GERAL ADMINISTRACAO I,24,5,"0,21"
