Taxa de reprovação nas disciplinas em 2014.2,,,,,,
Cód. UA,UA,Código,Disciplina,Matriculados,Reprovados,Reprovação
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301070,ADM DE RECURSOS MATERIAIS E PATRIMONIAIS,61,17,"0,28"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301014,ADMINISTRAÇÃO,175,9,"0,05"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301066,ADMINISTRAÇÃO DA PRODUÇÃO I,18,3,"0,17"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301067,ADMINISTRAÇÃO DA PRODUÇÃO II,58,4,"0,07"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301068,ADMINISTRAÇÃO DE RECURSOS HUMANOS I,22,2,"0,09"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301069,ADMINISTRAÇÃO DE RECURSOS HUMANOS II,63,19,"0,3"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301106,ADMINISTRAÇÃO ESTRATÉGICA,6,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301057,ADMINISTRAÇÃO FINANCEIRA I,42,2,"0,05"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301058,ADMINISTRAÇÃO FINANCEIRA II,20,4,"0,2"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301064,ADMINISTRAÇÃO MERCADOLÓGICA I,16,1,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301065,ADMINISTRAÇÃO MERCADOLÓGICA II,63,10,"0,16"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301003,ANÁLISE DE CUSTOS,54,7,"0,13"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301037,CONTABILIDADE DE CUSTOS,48,10,"0,21"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301113,CONTABILIDADE E ANÁLISE DE BALANÇO,18,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301001,CONTABILIDADE GERAL,78,36,"0,46"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301059,CULTURA ORGANIZACIONAL,57,19,"0,33"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301108,CUSTOS DA PRODUÇÃO,19,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301018,ENGENHARIA ECONOMICA,54,4,"0,07"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301024,ESTAGIO SUPERVISIONADO (EMPRESA),51,18,"0,35"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301004,ESTRUTURA E ANÁLISE DE BALANÇO,22,6,"0,27"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301076,FORMACAO DE EMPREENDEDORES,43,1,"0,02"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301103,FUNDAMENTOS DA ADMINISTRAÇÃO,31,2,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301071,GERENCIAMENTO DOS SUPRIMENTOS,33,2,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301104,GESTÃO DA INOVAÇÃO TECNOLÓGICA,12,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301005,INTRODUÇÃO À ADMINISTRAÇÃO,68,28,"0,41"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301086,INTRODUÇÃO À PSICOLOGIA,18,4,"0,22"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301107,LOGISTICA,28,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301011,MATEMÁTICA FINANCEIRA,78,21,"0,27"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301055,MATEMÁTICA FINANCEIRA,6,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301007,MERCADO DE CAPITAIS,68,6,"0,09"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301085,MÉTODOS E TÉCNICAS DE PESQUISA I,49,2,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301040,ORCAMENTO EMPRESARIAL,21,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301072,"ORGANIZACAO, SIST E METODOS I",25,3,"0,12"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301073,"ORGANIZACAO, SIST E METODOS II",50,6,"0,12"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301019,PESQUISA OPERACIONAL,30,2,"0,07"
Cód. UA,UA,Código,Disciplina,Matriculados,Reprovados,Reprovação
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301061,PROCESSO DECISORIO,45,3,"0,07"
