Taxa de reprovação nas disciplinas em 2008.2,,,,,,
Cód. UA,UA,Código,Disciplina,Matriculados,Reprovados,Reprovação
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301070,ADM DE RECURSOS MATERIAIS E PATRIMONIAIS,74,22,"0,3"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301014,ADMINISTRAÇÃO,142,22,"0,15"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301066,ADMINISTRAÇÃO DA PRODUÇÃO I,24,1,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301067,ADMINISTRAÇÃO DA PRODUÇÃO II,53,5,"0,09"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301068,ADMINISTRAÇÃO DE RECURSOS HUMANOS I,36,3,"0,08"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301069,ADMINISTRAÇÃO DE RECURSOS HUMANOS II,56,2,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301106,ADMINISTRAÇÃO ESTRATÉGICA,12,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301057,ADMINISTRAÇÃO FINANCEIRA I,51,3,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301058,ADMINISTRAÇÃO FINANCEIRA II,33,4,"0,12"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301064,ADMINISTRAÇÃO MERCADOLÓGICA I,34,3,"0,09"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301065,ADMINISTRAÇÃO MERCADOLÓGICA II,74,6,"0,08"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301029,ADMINISTRAÇÃO MUNICIPAL,8,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301031,ADMINISTRAÇÃO PÚBLICA,8,1,"0,12"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301003,ANÁLISE DE CUSTOS,45,1,"0,02"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301077,ANÁLISE DE INVESTIMENTOS,24,1,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301037,CONTABILIDADE DE CUSTOS,49,1,"0,02"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301049,CONTABILIDADE E ANÁLISE DE BALANÇO,40,13,"0,32"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301001,CONTABILIDADE GERAL,86,17,"0,2"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301075,CONTABILIDADE PUBLICA,5,2,"0,4"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301059,CULTURA ORGANIZACIONAL,39,10,"0,26"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301018,ENGENHARIA ECONOMICA,69,10,"0,14"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301024,ESTAGIO SUPERVISIONADO (EMPRESA),61,27,"0,44"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301111,ESTAGIO SUPERVISIONADO (PUBLICA),4,3,"0,75"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301004,ESTRUTURA E ANÁLISE DE BALANÇO,41,10,"0,24"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301076,FORMACAO DE EMPREENDEDORES,19,4,"0,21"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301103,FUNDAMENTOS DA ADMINISTRAÇÃO,37,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301071,GERENCIAMENTO DOS SUPRIMENTOS,18,2,"0,11"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301005,INTRODUÇÃO À ADMINISTRAÇÃO,85,24,"0,28"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301086,INTRODUÇÃO À PSICOLOGIA,36,5,"0,14"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301011,MATEMÁTICA FINANCEIRA,92,27,"0,29"
