Taxa de reprovação nas disciplinas em 2005.2,,,,,,
Cód. UA,UA,Código,Disciplina,Matriculados,Reprovados,Reprovação
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301070,ADM DE RECURSOS MATERIAIS E PATRIMONIAIS,63,4,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301014,ADMINISTRAÇÃO,184,26,"0,14"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301066,ADMINISTRAÇÃO DA PRODUÇÃO I,14,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301067,ADMINISTRAÇÃO DA PRODUÇÃO II,57,6,"0,11"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301068,ADMINISTRAÇÃO DE RECURSOS HUMANOS I,18,1,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301069,ADMINISTRAÇÃO DE RECURSOS HUMANOS II,57,2,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301057,ADMINISTRAÇÃO FINANCEIRA I,51,8,"0,16"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301058,ADMINISTRAÇÃO FINANCEIRA II,17,1,"0,06"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301064,ADMINISTRAÇÃO MERCADOLÓGICA I,17,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301065,ADMINISTRAÇÃO MERCADOLÓGICA II,49,4,"0,08"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301029,ADMINISTRAÇÃO MUNICIPAL,5,3,"0,6"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301031,ADMINISTRAÇÃO PÚBLICA,6,4,"0,67"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301003,ANÁLISE DE CUSTOS,53,2,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301077,ANÁLISE DE INVESTIMENTOS,18,3,"0,17"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301037,CONTABILIDADE DE CUSTOS,57,2,"0,04"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301049,CONTABILIDADE E ANÁLISE DE BALANÇO,61,25,"0,41"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301001,CONTABILIDADE GERAL,78,19,"0,24"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301075,CONTABILIDADE PUBLICA,5,3,"0,6"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301059,CULTURA ORGANIZACIONAL,46,3,"0,07"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301018,ENGENHARIA ECONOMICA,91,29,"0,32"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301024,ESTAGIO SUPERVISIONADO (EMPRESA),54,20,"0,37"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301004,ESTRUTURA E ANÁLISE DE BALANÇO,25,3,"0,12"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301076,FORMACAO DE EMPREENDEDORES,4,1,"0,25"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301071,GERENCIAMENTO DOS SUPRIMENTOS,12,0,"0,0"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301078,GESTAO DA QUALIDADE,29,3,"0,1"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301005,INTRODUÇÃO À ADMINISTRAÇÃO,76,18,"0,24"
13010000,UNID. ACAD. DE ADMINISTRAÇÃO E CONTABILIDADE,1301086,INTRODUÇÃO À PSICOLOGIA,31,4,"0,13"
